station,station_name,day,year,DOY,gdd_40_86,cumGDD
IA4502,KNOXVILLE,2007-05-11,2007,131,32,1038
IA4502,KNOXVILLE,2007-05-12,2007,132,32,1070
IA4502,KNOXVILLE,2007-05-13,2007,133,30,1100
IA4502,KNOXVILLE,2007-05-14,2007,134,30.5,1130.5
IA4502,KNOXVILLE,2007-05-15,2007,135,33,1163.5
IA4502,KNOXVILLE,2007-05-16,2007,136,15.5,1179
IA4502,KNOXVILLE,2007-05-17,2007,137,17.5,1196.5
IA4502,KNOXVILLE,2007-05-18,2007,138,15,1211.5
IA4502,KNOXVILLE,2007-05-19,2007,139,19.5,1231
IA4502,KNOXVILLE,2007-05-20,2007,140,27.5,1258.5
IA4502,KNOXVILLE,2007-05-21,2007,141,27,1285.5
IA4502,KNOXVILLE,2007-05-22,2007,142,31,1316.5
IA4502,KNOXVILLE,2007-05-23,2007,143,31,1347.5
IA4502,KNOXVILLE,2007-05-24,2007,144,32.5,1380
IA4502,KNOXVILLE,2007-05-25,2007,145,21.5,1401.5
IA4502,KNOXVILLE,2007-05-26,2007,146,19.5,1421
IA4502,KNOXVILLE,2007-05-27,2007,147,24,1445
IA4502,KNOXVILLE,2007-05-28,2007,148,23.5,1468.5
IA4502,KNOXVILLE,2007-05-29,2007,149,31,1499.5
IA4502,KNOXVILLE,2007-05-30,2007,150,34.5,1534
IA4502,KNOXVILLE,2007-05-31,2007,151,27.5,1561.5
IA4502,KNOXVILLE,2007-06-01,2007,152,28.5,1590
IA4502,KNOXVILLE,2007-06-02,2007,153,30,1620
IA4502,KNOXVILLE,2007-06-03,2007,154,27,1647
IA4502,KNOXVILLE,2007-06-04,2007,155,27,1674
IA4502,KNOXVILLE,2007-06-05,2007,156,28.5,1702.5
IA4502,KNOXVILLE,2007-06-06,2007,157,25,1727.5
IA4502,KNOXVILLE,2007-06-07,2007,158,30.5,1758
IA4502,KNOXVILLE,2007-06-08,2007,159,31.5,1789.5
IA4502,KNOXVILLE,2007-06-09,2007,160,26,1815.5
IA4502,KNOXVILLE,2007-06-10,2007,161,24.5,1840
IA4502,KNOXVILLE,2007-06-11,2007,162,27.5,1867.5
IA4502,KNOXVILLE,2007-06-12,2007,163,32.5,1900
IA4502,KNOXVILLE,2007-06-13,2007,164,35,1935
IA4502,KNOXVILLE,2007-06-14,2007,165,34.5,1969.5
IA4502,KNOXVILLE,2007-06-15,2007,166,34.5,2004
IA4502,KNOXVILLE,2007-06-16,2007,167,36,2040
IA4502,KNOXVILLE,2007-06-17,2007,168,36.5,2076.5
IA4502,KNOXVILLE,2007-06-18,2007,169,37.5,2114
IA4502,KNOXVILLE,2007-06-19,2007,170,28.5,2142.5
IA4502,KNOXVILLE,2007-06-20,2007,171,28.5,2171
IA4502,KNOXVILLE,2007-06-21,2007,172,32,2203
IA4502,KNOXVILLE,2007-06-22,2007,173,36,2239
IA4502,KNOXVILLE,2007-06-23,2007,174,33,2272
IA4502,KNOXVILLE,2007-06-24,2007,175,27,2299
IA4502,KNOXVILLE,2007-06-25,2007,176,27.5,2326.5
IA4502,KNOXVILLE,2007-06-26,2007,177,35,2361.5
IA4502,KNOXVILLE,2007-06-27,2007,178,39,2400.5
IA4502,KNOXVILLE,2007-06-28,2007,179,33.5,2434
IA4502,KNOXVILLE,2007-06-29,2007,180,27.5,2461.5
IA4502,KNOXVILLE,2007-06-30,2007,181,25.5,2487
IA4502,KNOXVILLE,2007-07-01,2007,182,26.5,2513.5
IA4502,KNOXVILLE,2007-07-02,2007,183,29,2542.5
IA4502,KNOXVILLE,2007-07-03,2007,184,31,2573.5
IA4502,KNOXVILLE,2007-07-04,2007,185,37,2610.5
IA4502,KNOXVILLE,2007-07-05,2007,186,37.5,2648
IA4502,KNOXVILLE,2007-07-06,2007,187,36.5,2684.5
IA4502,KNOXVILLE,2007-07-07,2007,188,36.5,2721
IA4502,KNOXVILLE,2007-07-08,2007,189,38.5,2759.5
IA4502,KNOXVILLE,2007-07-09,2007,190,37,2796.5
IA4502,KNOXVILLE,2007-07-10,2007,191,29.5,2826
IA4502,KNOXVILLE,2007-07-11,2007,192,29.5,2855.5
IA4502,KNOXVILLE,2007-07-12,2007,193,27.5,2883
IA4502,KNOXVILLE,2007-07-13,2007,194,30,2913
IA4502,KNOXVILLE,2007-07-14,2007,195,29.5,2942.5
IA4502,KNOXVILLE,2007-07-15,2007,196,33.5,2976
IA4502,KNOXVILLE,2007-07-16,2007,197,34,3010
IA4502,KNOXVILLE,2007-07-17,2007,198,36.5,3046.5
IA4502,KNOXVILLE,2007-07-18,2007,199,39,3085.5
IA4502,KNOXVILLE,2007-07-19,2007,200,37.5,3123
IA4502,KNOXVILLE,2007-07-20,2007,201,32,3155
IA4502,KNOXVILLE,2007-07-21,2007,202,27.5,3182.5
IA4502,KNOXVILLE,2007-07-22,2007,203,28.5,3211
IA4502,KNOXVILLE,2007-07-23,2007,204,30,3241
IA4502,KNOXVILLE,2007-07-24,2007,205,33,3274
IA4502,KNOXVILLE,2007-07-25,2007,206,35,3309
IA4502,KNOXVILLE,2007-07-26,2007,207,37,3346
IA4502,KNOXVILLE,2007-07-27,2007,208,37,3383
IA4502,KNOXVILLE,2007-07-28,2007,209,36,3419
IA4502,KNOXVILLE,2007-07-29,2007,210,36,3455
IA4502,KNOXVILLE,2007-07-30,2007,211,33.5,3488.5
IA4502,KNOXVILLE,2007-07-31,2007,212,34.5,3523
IA4502,KNOXVILLE,2007-08-01,2007,213,37.5,3560.5
IA4502,KNOXVILLE,2007-08-02,2007,214,37.5,3598
IA4502,KNOXVILLE,2007-08-03,2007,215,34,3632
IA4502,KNOXVILLE,2007-08-04,2007,216,34,3666
IA4502,KNOXVILLE,2007-08-05,2007,217,36,3702
IA4502,KNOXVILLE,2007-08-06,2007,218,36,3738
IA4502,KNOXVILLE,2007-08-07,2007,219,38,3776
IA4502,KNOXVILLE,2007-08-08,2007,220,37,3813
IA4502,KNOXVILLE,2007-08-09,2007,221,34.5,3847.5
IA4502,KNOXVILLE,2007-08-10,2007,222,37,3884.5
IA4502,KNOXVILLE,2007-08-11,2007,223,35,3919.5
IA4502,KNOXVILLE,2007-08-12,2007,224,38.5,3958
IA4502,KNOXVILLE,2007-08-13,2007,225,37,3995
IA4502,KNOXVILLE,2007-08-14,2007,226,37,4032
IA4502,KNOXVILLE,2007-08-15,2007,227,40,4072
IA4502,KNOXVILLE,2007-08-16,2007,228,40,4112
IA4502,KNOXVILLE,2007-08-17,2007,229,33,4145
IA4502,KNOXVILLE,2007-08-18,2007,230,32,4177
IA4502,KNOXVILLE,2007-08-19,2007,231,35,4212
IA4502,KNOXVILLE,2007-08-20,2007,232,37,4249
IA4502,KNOXVILLE,2007-08-21,2007,233,35.5,4284.5
IA4502,KNOXVILLE,2007-08-22,2007,234,38,4322.5
IA4502,KNOXVILLE,2007-08-23,2007,235,36,4358.5
IA4502,KNOXVILLE,2007-08-24,2007,236,34.5,4393
IA4502,KNOXVILLE,2007-08-25,2007,237,29,4422
IA4502,KNOXVILLE,2007-08-26,2007,238,31,4453
IA4502,KNOXVILLE,2007-08-27,2007,239,33.5,4486.5
IA4502,KNOXVILLE,2007-08-28,2007,240,38.5,4525
IA4502,KNOXVILLE,2007-08-29,2007,241,37,4562
IA4502,KNOXVILLE,2007-08-30,2007,242,29,4591
IA4502,KNOXVILLE,2007-08-31,2007,243,28.5,4619.5
IA4502,KNOXVILLE,2007-09-01,2007,244,28,4647.5
IA4502,KNOXVILLE,2007-09-02,2007,245,27.5,4675
IA4502,KNOXVILLE,2007-09-03,2007,246,32.5,4707.5
IA4502,KNOXVILLE,2007-09-04,2007,247,34.5,4742
IA4502,KNOXVILLE,2007-09-05,2007,248,37,4779
IA4502,KNOXVILLE,2007-09-06,2007,249,36.5,4815.5
IA4502,KNOXVILLE,2007-09-07,2007,250,34.5,4850
IA4502,KNOXVILLE,2007-09-08,2007,251,26.5,4876.5
IA4502,KNOXVILLE,2007-09-09,2007,252,29.5,4906
IA4502,KNOXVILLE,2007-09-10,2007,253,30,4936
IA4502,KNOXVILLE,2007-09-11,2007,254,13.5,4949.5
IA4502,KNOXVILLE,2007-09-12,2007,255,15.5,4965
IA4502,KNOXVILLE,2007-09-13,2007,256,15.5,4980.5
IA4502,KNOXVILLE,2007-09-14,2007,257,25,5005.5
IA4502,KNOXVILLE,2007-09-15,2007,258,10,5015.5
IA4502,KNOXVILLE,2007-09-16,2007,259,10.5,5026
IA4502,KNOXVILLE,2007-09-17,2007,260,22.5,5048.5
IA4502,KNOXVILLE,2007-09-18,2007,261,33.5,5082
IA4502,KNOXVILLE,2007-09-19,2007,262,30.5,5112.5
IA4502,KNOXVILLE,2007-09-20,2007,263,27,5139.5
IA4502,KNOXVILLE,2007-09-21,2007,264,30.5,5170
IA4502,KNOXVILLE,2007-09-22,2007,265,28,5198
IA4502,KNOXVILLE,2007-09-23,2007,266,22,5220
IA4502,KNOXVILLE,2007-09-24,2007,267,31,5251
IA4502,KNOXVILLE,2007-09-25,2007,268,36.5,5287.5
IA4502,KNOXVILLE,2007-09-26,2007,269,18,5305.5
IA4502,KNOXVILLE,2007-09-27,2007,270,18,5323.5
IA4502,KNOXVILLE,2007-09-28,2007,271,24,5347.5
IA4502,KNOXVILLE,2007-09-29,2007,272,20.5,5368
IA4502,KNOXVILLE,2007-09-30,2007,273,28.5,5396.5
IA4502,KNOXVILLE,2007-10-01,2007,274,29.5,5426
IA4502,KNOXVILLE,2007-10-02,2007,275,27.5,5453.5
IA4502,KNOXVILLE,2007-10-03,2007,276,22.5,5476
IA4502,KNOXVILLE,2007-10-04,2007,277,21,5497
IA4502,KNOXVILLE,2007-10-05,2007,278,27.5,5524.5
IA4502,KNOXVILLE,2007-10-06,2007,279,35.5,5560
IA4502,KNOXVILLE,2007-10-07,2007,280,36,5596
IA4502,KNOXVILLE,2007-10-08,2007,281,34.5,5630.5
IA4502,KNOXVILLE,2007-10-09,2007,282,22.5,5653
IA4502,KNOXVILLE,2007-10-10,2007,283,19.5,5672.5
IA4502,KNOXVILLE,2007-10-11,2007,284,7.5,5680
IA4502,KNOXVILLE,2007-10-12,2007,285,9,5689
IA4502,KNOXVILLE,2007-10-13,2007,286,16.5,5705.5
IA4502,KNOXVILLE,2007-10-14,2007,287,16,5721.5
IA4502,KNOXVILLE,2007-10-15,2007,288,19.5,5741
IA4502,KNOXVILLE,2007-10-16,2007,289,19.5,5760.5
IA4502,KNOXVILLE,2007-10-17,2007,290,13,5773.5
IA4502,KNOXVILLE,2007-10-18,2007,291,14.5,5788
IA4502,KNOXVILLE,2007-10-19,2007,292,18.5,5806.5
IA4502,KNOXVILLE,2007-10-20,2007,293,15,5821.5
IA4502,KNOXVILLE,2007-10-21,2007,294,22.5,5844
IA4502,KNOXVILLE,2007-10-22,2007,295,19.5,5863.5
IA4502,KNOXVILLE,2007-10-23,2007,296,6.5,5870
IA4502,KNOXVILLE,2007-10-24,2007,297,12,5882
IA4502,KNOXVILLE,2007-10-25,2007,298,8,5890
IA4502,KNOXVILLE,2007-10-26,2007,299,8,5898
IA4502,KNOXVILLE,2007-10-27,2007,300,8,5906
IA4502,KNOXVILLE,2007-10-28,2007,301,8,5914
IA4502,KNOXVILLE,2007-10-29,2007,302,10,5924
IA4502,KNOXVILLE,2007-10-30,2007,303,14.5,5938.5
IA4502,KNOXVILLE,2007-10-31,2007,304,19,5957.5
IA4502,KNOXVILLE,2007-11-01,2007,305,7.5,5965
IA4502,KNOXVILLE,2007-11-02,2007,306,9,5974
IA4502,KNOXVILLE,2007-11-03,2007,307,9.5,5983.5
IA4502,KNOXVILLE,2007-11-04,2007,308,9.5,5993
IA4502,KNOXVILLE,2007-11-05,2007,309,12,6005
IA4502,KNOXVILLE,2007-11-06,2007,310,6,6011
IA4502,KNOXVILLE,2007-11-07,2007,311,0.5,6011.5
IA4502,KNOXVILLE,2007-11-08,2007,312,3.5,6015
IA4502,KNOXVILLE,2007-11-09,2007,313,4.5,6019.5
IA4502,KNOXVILLE,2007-11-10,2007,314,5.5,6025
IA4502,KNOXVILLE,2007-11-11,2007,315,8.5,6033.5
IA4502,KNOXVILLE,2007-11-12,2007,316,15.5,6049
IA4502,KNOXVILLE,2007-11-13,2007,317,10.5,6059.5
IA4502,KNOXVILLE,2007-11-14,2007,318,10,6069.5
IA4502,KNOXVILLE,2007-11-15,2007,319,5.5,6075
IA4502,KNOXVILLE,2007-11-16,2007,320,1.5,6076.5
IA4502,KNOXVILLE,2007-11-17,2007,321,8,6084.5
IA4502,KNOXVILLE,2007-11-18,2007,322,8,6092.5
IA4502,KNOXVILLE,2007-11-19,2007,323,0,6092.5
IA4502,KNOXVILLE,2007-11-20,2007,324,16,6108.5
IA4502,KNOXVILLE,2007-11-21,2007,325,11,6119.5
IA4502,KNOXVILLE,2007-11-22,2007,326,0,6119.5
IA4502,KNOXVILLE,2007-11-23,2007,327,0,6119.5
IA4502,KNOXVILLE,2007-11-24,2007,328,0,6119.5
IA4502,KNOXVILLE,2007-11-25,2007,329,0,6119.5
IA4502,KNOXVILLE,2007-11-26,2007,330,2,6121.5
IA4502,KNOXVILLE,2007-11-27,2007,331,1,6122.5
IA4502,KNOXVILLE,2007-11-28,2007,332,0.5,6123
IA4502,KNOXVILLE,2007-11-29,2007,333,2,6125
IA4502,KNOXVILLE,2007-11-30,2007,334,1.5,6126.5
IA4502,KNOXVILLE,2007-12-01,2007,335,0,6126.5
IA4502,KNOXVILLE,2007-12-02,2007,336,0,6126.5
IA4502,KNOXVILLE,2007-12-03,2007,337,0,6126.5
IA4502,KNOXVILLE,2007-12-04,2007,338,0,6126.5
IA4502,KNOXVILLE,2007-12-05,2007,339,0,6126.5
IA4502,KNOXVILLE,2007-12-06,2007,340,0,6126.5
IA4502,KNOXVILLE,2007-12-07,2007,341,0,6126.5
IA4502,KNOXVILLE,2007-12-08,2007,342,0,6126.5
IA4502,KNOXVILLE,2007-12-09,2007,343,0,6126.5
IA4502,KNOXVILLE,2007-12-10,2007,344,0,6126.5
IA4502,KNOXVILLE,2007-12-11,2007,345,0,6126.5
IA4502,KNOXVILLE,2007-12-12,2007,346,0,6126.5
IA4502,KNOXVILLE,2007-12-13,2007,347,0,6126.5
IA4502,KNOXVILLE,2007-12-14,2007,348,0,6126.5
IA4502,KNOXVILLE,2007-12-15,2007,349,0,6126.5
IA4502,KNOXVILLE,2007-12-16,2007,350,0,6126.5
IA4502,KNOXVILLE,2007-12-17,2007,351,0,6126.5
IA4502,KNOXVILLE,2007-12-18,2007,352,0,6126.5
IA4502,KNOXVILLE,2007-12-19,2007,353,0,6126.5
IA4502,KNOXVILLE,2007-12-20,2007,354,0,6126.5
IA4502,KNOXVILLE,2007-12-21,2007,355,0,6126.5
IA4502,KNOXVILLE,2007-12-22,2007,356,0.5,6127
IA4502,KNOXVILLE,2007-12-23,2007,357,0,6127
IA4502,KNOXVILLE,2007-12-24,2007,358,0,6127
IA4502,KNOXVILLE,2007-12-25,2007,359,0,6127
IA4502,KNOXVILLE,2007-12-26,2007,360,2.5,6129.5
IA4502,KNOXVILLE,2007-12-27,2007,361,0,6129.5
IA4502,KNOXVILLE,2007-12-28,2007,362,0,6129.5
IA4502,KNOXVILLE,2007-12-29,2007,363,0,6129.5
IA4502,KNOXVILLE,2007-12-30,2007,364,0,6129.5
IA4502,KNOXVILLE,2007-12-31,2007,365,0,6129.5
IA4502,KNOXVILLE,2008-01-01,2008,1,0,0
IA4502,KNOXVILLE,2008-01-02,2008,2,0,0
IA4502,KNOXVILLE,2008-01-03,2008,3,0,0
IA4502,KNOXVILLE,2008-01-04,2008,4,0,0
IA4502,KNOXVILLE,2008-01-05,2008,5,0,0
IA4502,KNOXVILLE,2008-01-06,2008,6,4.5,4.5
IA4502,KNOXVILLE,2008-01-07,2008,7,3,7.5
IA4502,KNOXVILLE,2008-01-08,2008,8,5.5,13
IA4502,KNOXVILLE,2008-01-09,2008,9,0,13
IA4502,KNOXVILLE,2008-01-10,2008,10,0,13
IA4502,KNOXVILLE,2008-01-11,2008,11,0,13
IA4502,KNOXVILLE,2008-01-12,2008,12,0,13
IA4502,KNOXVILLE,2008-01-13,2008,13,0,13
IA4502,KNOXVILLE,2008-01-14,2008,14,0,13
IA4502,KNOXVILLE,2008-01-15,2008,15,0,13
IA4502,KNOXVILLE,2008-01-16,2008,16,0,13
IA4502,KNOXVILLE,2008-01-17,2008,17,0,13
IA4502,KNOXVILLE,2008-01-18,2008,18,0,13
IA4502,KNOXVILLE,2008-01-19,2008,19,0,13
IA4502,KNOXVILLE,2008-01-20,2008,20,0,13
IA4502,KNOXVILLE,2008-01-21,2008,21,0,13
IA4502,KNOXVILLE,2008-01-22,2008,22,0,13
IA4502,KNOXVILLE,2008-01-23,2008,23,0,13
IA4502,KNOXVILLE,2008-01-24,2008,24,0,13
IA4502,KNOXVILLE,2008-01-25,2008,25,0,13
IA4502,KNOXVILLE,2008-01-26,2008,26,0,13
IA4502,KNOXVILLE,2008-01-27,2008,27,0,13
IA4502,KNOXVILLE,2008-01-28,2008,28,3,16
IA4502,KNOXVILLE,2008-01-29,2008,29,8.5,24.5
IA4502,KNOXVILLE,2008-01-30,2008,30,0,24.5
IA4502,KNOXVILLE,2008-01-31,2008,31,0,24.5
IA4502,KNOXVILLE,2008-02-01,2008,32,0,24.5
IA4502,KNOXVILLE,2008-02-02,2008,33,0,24.5
IA4502,KNOXVILLE,2008-02-03,2008,34,0,24.5
IA4502,KNOXVILLE,2008-02-04,2008,35,0,24.5
IA4502,KNOXVILLE,2008-02-05,2008,36,0,24.5
IA4502,KNOXVILLE,2008-02-06,2008,37,0,24.5
IA4502,KNOXVILLE,2008-02-07,2008,38,0,24.5
IA4502,KNOXVILLE,2008-02-08,2008,39,0,24.5
IA4502,KNOXVILLE,2008-02-09,2008,40,0,24.5
IA4502,KNOXVILLE,2008-02-10,2008,41,0,24.5
IA4502,KNOXVILLE,2008-02-11,2008,42,0,24.5
IA4502,KNOXVILLE,2008-02-12,2008,43,0,24.5
IA4502,KNOXVILLE,2008-02-13,2008,44,0,24.5
IA4502,KNOXVILLE,2008-02-14,2008,45,0,24.5
IA4502,KNOXVILLE,2008-02-15,2008,46,0,24.5
IA4502,KNOXVILLE,2008-02-16,2008,47,0,24.5
IA4502,KNOXVILLE,2008-02-17,2008,48,0,24.5
IA4502,KNOXVILLE,2008-02-18,2008,49,0,24.5
IA4502,KNOXVILLE,2008-02-19,2008,50,0,24.5
IA4502,KNOXVILLE,2008-02-20,2008,51,0,24.5
IA4502,KNOXVILLE,2008-02-21,2008,52,0,24.5
IA4502,KNOXVILLE,2008-02-22,2008,53,0,24.5
IA4502,KNOXVILLE,2008-02-23,2008,54,0,24.5
IA4502,KNOXVILLE,2008-02-24,2008,55,0,24.5
IA4502,KNOXVILLE,2008-02-25,2008,56,0.5,25
IA4502,KNOXVILLE,2008-02-26,2008,57,0,25
IA4502,KNOXVILLE,2008-02-27,2008,58,0,25
IA4502,KNOXVILLE,2008-02-28,2008,59,0,25
IA4502,KNOXVILLE,2008-02-29,2008,60,0,25
IA4502,KNOXVILLE,2008-03-01,2008,61,0.5,25.5
IA4502,KNOXVILLE,2008-03-02,2008,62,4,29.5
IA4502,KNOXVILLE,2008-03-03,2008,63,11.5,41
IA4502,KNOXVILLE,2008-03-04,2008,64,0,41
IA4502,KNOXVILLE,2008-03-05,2008,65,0,41
IA4502,KNOXVILLE,2008-03-06,2008,66,0,41
IA4502,KNOXVILLE,2008-03-07,2008,67,0,41
IA4502,KNOXVILLE,2008-03-08,2008,68,0,41
IA4502,KNOXVILLE,2008-03-09,2008,69,0,41
IA4502,KNOXVILLE,2008-03-10,2008,70,0,41
IA4502,KNOXVILLE,2008-03-11,2008,71,0,41
IA4502,KNOXVILLE,2008-03-12,2008,72,6,47
IA4502,KNOXVILLE,2008-03-13,2008,73,12,59
IA4502,KNOXVILLE,2008-03-14,2008,74,8.5,67.5
IA4502,KNOXVILLE,2008-03-15,2008,75,6,73.5
IA4502,KNOXVILLE,2008-03-16,2008,76,0,73.5
IA4502,KNOXVILLE,2008-03-17,2008,77,0.5,74
IA4502,KNOXVILLE,2008-03-18,2008,78,0,74
IA4502,KNOXVILLE,2008-03-19,2008,79,1,75
IA4502,KNOXVILLE,2008-03-20,2008,80,6,81
IA4502,KNOXVILLE,2008-03-21,2008,81,8,89
IA4502,KNOXVILLE,2008-03-22,2008,82,4,93
IA4502,KNOXVILLE,2008-03-23,2008,83,0.5,93.5
IA4502,KNOXVILLE,2008-03-24,2008,84,0,93.5
IA4502,KNOXVILLE,2008-03-25,2008,85,4,97.5
IA4502,KNOXVILLE,2008-03-26,2008,86,8,105.5
IA4502,KNOXVILLE,2008-03-27,2008,87,7.5,113
IA4502,KNOXVILLE,2008-03-28,2008,88,0,113
IA4502,KNOXVILLE,2008-03-29,2008,89,2.5,115.5
IA4502,KNOXVILLE,2008-03-30,2008,90,5.5,121
IA4502,KNOXVILLE,2008-03-31,2008,91,8,129
IA4502,KNOXVILLE,2008-04-01,2008,92,9.5,138.5
IA4502,KNOXVILLE,2008-04-02,2008,93,1,139.5
IA4502,KNOXVILLE,2008-04-03,2008,94,6,145.5
IA4502,KNOXVILLE,2008-04-04,2008,95,0.5,146
IA4502,KNOXVILLE,2008-04-05,2008,96,8.5,154.5
IA4502,KNOXVILLE,2008-04-06,2008,97,10.5,165
IA4502,KNOXVILLE,2008-04-07,2008,98,10,175
IA4502,KNOXVILLE,2008-04-08,2008,99,5.5,180.5
IA4502,KNOXVILLE,2008-04-09,2008,100,0.5,181
IA4502,KNOXVILLE,2008-04-10,2008,101,2.5,183.5
IA4502,KNOXVILLE,2008-04-11,2008,102,10.5,194
IA4502,KNOXVILLE,2008-04-12,2008,103,1.5,195.5
IA4502,KNOXVILLE,2008-04-13,2008,104,0,195.5
IA4502,KNOXVILLE,2008-04-14,2008,105,3.5,199
IA4502,KNOXVILLE,2008-04-15,2008,106,8,207
IA4502,KNOXVILLE,2008-04-16,2008,107,12.5,219.5
IA4502,KNOXVILLE,2008-04-17,2008,108,21.5,241
IA4502,KNOXVILLE,2008-04-18,2008,109,12.5,253.5
IA4502,KNOXVILLE,2008-04-19,2008,110,10.5,264
IA4502,KNOXVILLE,2008-04-20,2008,111,7.5,271.5
IA4502,KNOXVILLE,2008-04-21,2008,112,17.5,289
IA4502,KNOXVILLE,2008-04-22,2008,113,21,310
IA4502,KNOXVILLE,2008-04-23,2008,114,17,327
IA4502,KNOXVILLE,2008-04-24,2008,115,21.5,348.5
IA4502,KNOXVILLE,2008-04-25,2008,116,25,373.5
IA4502,KNOXVILLE,2008-04-26,2008,117,12.5,386
IA4502,KNOXVILLE,2008-04-27,2008,118,8,394
IA4502,KNOXVILLE,2008-04-28,2008,119,7,401
IA4502,KNOXVILLE,2008-04-29,2008,120,2,403
IA4502,KNOXVILLE,2008-04-30,2008,121,8,411
IA4502,KNOXVILLE,2008-05-01,2008,122,17,428
IA4502,KNOXVILLE,2008-05-02,2008,123,27.5,455.5
IA4502,KNOXVILLE,2008-05-03,2008,124,13.5,469
IA4502,KNOXVILLE,2008-05-04,2008,125,9,478
IA4502,KNOXVILLE,2008-05-05,2008,126,14.5,492.5
IA4502,KNOXVILLE,2008-05-06,2008,127,23,515.5
IA4502,KNOXVILLE,2008-05-07,2008,128,26.5,542
IA4502,KNOXVILLE,2008-05-08,2008,129,18.5,560.5
IA4502,KNOXVILLE,2008-05-09,2008,130,17,577.5
IA4502,KNOXVILLE,2008-05-10,2008,131,18,595.5
IA4502,KNOXVILLE,2008-05-11,2008,132,14.5,610
IA4502,KNOXVILLE,2008-05-12,2008,133,10.5,620.5
IA4502,KNOXVILLE,2008-05-13,2008,134,14,634.5
IA4502,KNOXVILLE,2008-05-14,2008,135,14,648.5
IA4502,KNOXVILLE,2008-05-15,2008,136,16.5,665
IA4502,KNOXVILLE,2008-05-16,2008,137,16.5,681.5
IA4502,KNOXVILLE,2008-05-17,2008,138,21.5,703
IA4502,KNOXVILLE,2008-05-18,2008,139,24.5,727.5
IA4502,KNOXVILLE,2008-05-19,2008,140,19,746.5
IA4502,KNOXVILLE,2008-05-20,2008,141,20.5,767
IA4502,KNOXVILLE,2008-05-21,2008,142,15.5,782.5
IA4502,KNOXVILLE,2008-05-22,2008,143,19,801.5
IA4502,KNOXVILLE,2008-05-23,2008,144,18,819.5
IA4502,KNOXVILLE,2008-05-24,2008,145,12.5,832
IA4502,KNOXVILLE,2008-05-25,2008,146,15,847
IA4502,KNOXVILLE,2008-05-26,2008,147,32.5,879.5
IA4502,KNOXVILLE,2008-05-27,2008,148,28,907.5
IA4502,KNOXVILLE,2008-05-28,2008,149,12,919.5
IA4502,KNOXVILLE,2008-05-29,2008,150,15,934.5
IA4502,KNOXVILLE,2008-05-30,2008,151,24,958.5
IA4502,KNOXVILLE,2008-05-31,2008,152,26.5,985
IA4502,KNOXVILLE,2008-06-01,2008,153,32.5,1017.5
IA4502,KNOXVILLE,2008-06-02,2008,154,34,1051.5
IA4502,KNOXVILLE,2008-06-03,2008,155,30.5,1082
IA4502,KNOXVILLE,2008-06-04,2008,156,30,1112
IA4502,KNOXVILLE,2008-06-05,2008,157,28.5,1140.5
IA4502,KNOXVILLE,2008-06-06,2008,158,33,1173.5
IA4502,KNOXVILLE,2008-06-07,2008,159,31.5,1205
IA4502,KNOXVILLE,2008-06-08,2008,160,36.5,1241.5
IA4502,KNOXVILLE,2008-06-09,2008,161,33.5,1275
IA4502,KNOXVILLE,2008-06-10,2008,162,27,1302
IA4502,KNOXVILLE,2008-06-11,2008,163,30,1332
IA4502,KNOXVILLE,2008-06-12,2008,164,33.5,1365.5
IA4502,KNOXVILLE,2008-06-13,2008,165,29.5,1395
IA4502,KNOXVILLE,2008-06-14,2008,166,28,1423
IA4502,KNOXVILLE,2008-06-15,2008,167,32,1455
IA4502,KNOXVILLE,2008-06-16,2008,168,30,1485
IA4502,KNOXVILLE,2008-06-17,2008,169,26.5,1511.5
IA4502,KNOXVILLE,2008-06-18,2008,170,27,1538.5
IA4502,KNOXVILLE,2008-06-19,2008,171,31.5,1570
IA4502,KNOXVILLE,2008-06-20,2008,172,31.5,1601.5
IA4502,KNOXVILLE,2008-06-21,2008,173,32.5,1634
IA4502,KNOXVILLE,2008-06-22,2008,174,32,1666
IA4502,KNOXVILLE,2008-06-23,2008,175,29.5,1695.5
IA4502,KNOXVILLE,2008-06-24,2008,176,30.5,1726
IA4502,KNOXVILLE,2008-06-25,2008,177,31.5,1757.5
IA4502,KNOXVILLE,2008-06-26,2008,178,35,1792.5
IA4502,KNOXVILLE,2008-06-27,2008,179,26,1818.5
IA4502,KNOXVILLE,2008-06-28,2008,180,31.5,1850
IA4502,KNOXVILLE,2008-06-29,2008,181,27.5,1877.5
IA4502,KNOXVILLE,2008-06-30,2008,182,28.5,1906
IA4502,KNOXVILLE,2008-07-01,2008,183,29,1935
IA4502,KNOXVILLE,2008-07-02,2008,184,31,1966
IA4502,KNOXVILLE,2008-07-03,2008,185,34,2000
IA4502,KNOXVILLE,2008-07-04,2008,186,27.5,2027.5
IA4502,KNOXVILLE,2008-07-05,2008,187,30,2057.5
IA4502,KNOXVILLE,2008-07-06,2008,188,30,2087.5
IA4502,KNOXVILLE,2008-07-07,2008,189,34.5,2122
IA4502,KNOXVILLE,2008-07-08,2008,190,36.5,2158.5
IA4502,KNOXVILLE,2008-07-09,2008,191,33,2191.5
IA4502,KNOXVILLE,2008-07-10,2008,192,33.5,2225
IA4502,KNOXVILLE,2008-07-11,2008,193,37,2262
IA4502,KNOXVILLE,2008-07-12,2008,194,36.5,2298.5
IA4502,KNOXVILLE,2008-07-13,2008,195,23,2321.5
